cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
3.5,6.4,2.2,medium,0.52,1,1709,workstation,3,2
7.8,7.0,6.6,high,0.76,0,1235,printer,2,3
9.4,8.0,4.9,critical,0.78,1,956,workstation,10,4
10.0,6.0,7.6,low,0.9,0,1940,printer,2,4
8.4,3.4,8.5,low,0.33,0,307,printer,10,3
3.3,4.0,8.8,low,0.66,0,1673,ids,5,2
7.9,6.7,5.6,medium,0.24,1,38,server,4,3
4.5,7.0,5.2,high,0.39,1,63,ids,7,3
5.2,2.4,2.0,medium,0.68,0,1691,printer,6,2
5.2,9.4,2.4,high,0.69,1,612,firewall,5,3
7.4,4.1,6.3,high,0.36,1,1852,printer,9,3
9.7,9.5,4.7,high,0.98,0,958,printer,9,4
9.8,8.6,8.0,high,0.21,1,226,firewall,8,4
5.7,4.5,7.1,critical,0.9,0,1196,firewall,11,3
4.2,8.6,7.8,medium,0.86,0,595,workstation,11,3
5.4,3.7,5.0,medium,0.47,0,807,printer,4,2
8.0,1.8,9.5,high,0.69,0,75,ids,10,3
8.1,8.3,3.2,low,0.2,1,1495,server,7,3
5.5,6.6,4.3,medium,0.48,1,507,server,3,3
5.2,8.9,1.0,high,0.12,0,1169,workstation,0,2
7.1,4.0,4.2,low,0.56,1,535,firewall,1,3
8.6,1.3,8.3,high,0.84,0,401,ids,4,3
3.6,7.5,8.8,critical,0.43,1,1555,workstation,8,3
5.6,5.3,6.7,medium,0.4,1,109,workstation,7,3
4.2,8.3,6.3,critical,0.59,0,871,workstation,9,2
6.7,4.7,1.0,medium,0.59,0,1133,printer,4,2
4.4,9.0,7.1,high,0.26,1,363,printer,8,3
8.8,3.8,2.8,medium,0.87,0,566,printer,12,3
5.5,9.4,10.0,medium,0.94,1,142,server,11,4
4.1,4.1,8.8,medium,0.6,1,599,server,9,3
9.0,4.1,2.0,critical,0.16,0,1457,ids,4,2
7.1,3.0,7.4,critical,0.32,0,1090,ids,2,2
8.5,3.2,6.5,low,0.99,1,634,firewall,10,4
5.2,10.0,7.3,critical,0.14,0,897,ids,2,2
8.3,5.2,6.2,medium,0.64,1,561,ids,0,3
7.8,6.7,5.4,high,0.34,1,138,ids,4,3
9.5,3.3,8.5,high,0.26,1,1053,firewall,8,3
3.0,1.6,8.0,medium,0.75,0,696,workstation,4,2
3.4,5.7,2.8,critical,0.29,0,1469,firewall,12,1
9.0,5.7,6.4,critical,0.44,0,1668,firewall,11,3
4.2,4.7,4.3,high,0.17,0,1428,ids,2,1
2.2,1.2,7.9,medium,0.86,0,1760,server,6,2
9.9,1.1,6.5,critical,0.32,1,722,firewall,12,3
7.0,6.5,7.7,critical,0.23,1,990,workstation,3,3
9.2,8.3,9.4,low,0.94,1,1067,ids,4,4
4.5,3.0,7.6,low,0.34,0,1543,ids,2,2
8.4,5.8,9.0,low,0.12,0,1176,workstation,11,3
4.5,7.2,8.7,low,0.29,0,1299,firewall,7,2
9.8,3.5,6.2,low,0.44,0,181,printer,5,3
7.2,1.7,9.5,high,0.16,0,162,server,12,2
4.2,8.4,9.9,critical,0.35,0,1597,firewall,1,3
2.0,2.7,2.1,high,0.77,0,292,printer,3,1
3.8,1.1,6.3,critical,0.8,0,609,server,10,2
9.2,8.9,7.5,high,0.68,0,380,workstation,6,4
2.3,9.0,2.9,high,0.82,0,1988,server,9,2
6.0,8.5,9.8,low,0.54,1,263,server,3,4
9.8,3.1,3.2,medium,0.33,1,323,firewall,0,3
4.3,3.3,10.0,low,0.71,1,1403,workstation,4,3
8.0,7.6,7.3,critical,0.89,1,933,firewall,9,4
2.8,4.1,7.4,low,0.86,0,1357,server,9,2
8.9,4.4,5.6,low,0.97,0,1134,printer,0,3
6.8,2.9,5.9,critical,0.46,1,527,ids,2,3
7.9,2.9,3.6,critical,0.6,1,491,workstation,4,3
4.7,6.0,1.9,high,0.94,1,394,workstation,12,3
7.7,7.5,4.5,medium,0.3,1,423,server,4,3
2.1,8.7,7.2,medium,0.88,1,1676,workstation,10,3
8.7,4.7,1.8,high,0.51,0,1781,workstation,10,2
4.6,2.5,3.6,critical,0.63,1,799,firewall,9,2
3.6,2.8,9.3,critical,0.82,1,1883,workstation,1,3
2.5,3.3,8.9,high,0.43,1,1172,printer,1,2
7.5,9.1,1.4,high,0.34,0,1898,firewall,9,2
5.6,9.9,5.7,high,0.38,0,1040,workstation,11,3
8.3,1.7,1.1,critical,0.21,1,1981,firewall,3,2
9.3,5.3,8.0,low,0.25,1,821,firewall,3,3
4.7,4.6,9.1,low,0.18,1,1045,firewall,0,2
8.2,2.8,8.0,high,0.23,0,1436,printer,2,2
3.0,1.4,5.2,low,0.35,0,1533,printer,4,1
3.4,1.7,2.6,low,0.98,0,164,server,8,2
7.9,5.4,7.5,medium,0.89,1,1800,ids,5,4
2.2,8.9,6.9,high,0.82,1,1168,server,3,3
6.4,2.3,8.2,critical,0.64,1,976,printer,1,3
4.8,9.8,7.0,low,0.31,1,1687,ids,3,3
5.3,7.7,4.1,high,0.82,1,943,workstation,4,3
3.1,7.9,5.8,critical,0.74,1,1911,server,10,3
4.2,4.5,5.2,high,0.98,1,1881,ids,7,3
6.8,2.8,1.1,low,0.3,1,1224,printer,9,2
9.4,9.9,8.1,high,0.9,0,673,ids,4,4
8.6,7.8,1.4,medium,0.19,0,1924,server,11,2
7.3,1.1,1.2,high,0.89,0,1847,server,10,2
8.3,6.3,8.3,high,0.79,1,1658,workstation,0,4
6.0,6.6,8.1,medium,0.32,0,1589,printer,9,2
7.3,9.8,6.7,high,0.56,1,1999,firewall,3,4
9.7,7.8,5.3,high,0.42,1,1741,printer,6,4
2.8,3.2,2.3,high,0.22,0,1152,workstation,11,1
8.2,4.4,5.1,high,0.21,0,1150,firewall,4,2
3.6,6.3,8.0,high,0.51,0,606,firewall,7,2
9.9,5.5,2.0,high,0.82,0,146,server,4,3
8.3,5.7,9.3,critical,0.77,1,574,workstation,10,4
9.0,9.5,6.8,low,0.82,1,1393,printer,9,4
2.4,3.2,8.6,medium,0.67,0,734,firewall,1,2
4.0,8.0,9.6,medium,0.19,0,393,firewall,10,2
3.2,2.8,1.2,low,0.54,0,1640,ids,1,1
7.6,8.8,7.1,critical,0.74,1,58,firewall,5,4
10.0,5.5,7.2,critical,0.17,0,1428,firewall,6,3
7.6,1.3,3.0,critical,0.45,1,977,workstation,4,2
5.6,3.6,2.0,medium,0.82,1,1291,workstation,12,3
4.7,3.1,4.2,high,0.45,0,854,workstation,5,2
3.6,2.7,8.1,medium,0.46,1,760,workstation,10,2
2.6,1.8,4.0,low,0.32,1,490,server,3,1
5.9,4.0,7.4,low,0.61,1,1206,printer,2,3
8.0,4.5,2.3,low,0.83,0,1364,workstation,12,3
3.7,4.1,8.2,critical,0.69,1,384,printer,6,3
9.1,6.1,2.5,low,0.35,0,184,firewall,3,3
5.7,2.8,7.0,low,0.17,1,215,workstation,10,2
3.8,7.7,3.3,low,0.94,0,792,firewall,2,2
3.0,7.1,9.6,medium,0.82,0,1859,ids,8,3
4.1,2.8,6.7,medium,0.5,1,1263,firewall,10,2
6.8,8.9,5.1,critical,0.12,0,352,printer,9,2
3.4,8.9,6.8,critical,0.41,0,679,printer,5,2
9.9,8.8,1.5,medium,0.98,1,662,firewall,3,4
4.7,7.6,7.6,critical,0.55,0,1560,workstation,2,3
4.7,9.5,4.2,high,0.75,0,1284,workstation,11,3
3.9,4.6,6.0,medium,0.39,1,1841,workstation,11,2
7.8,1.4,4.9,high,0.41,1,1359,printer,4,3
3.6,2.8,2.5,high,0.81,1,230,printer,9,2
8.6,3.0,9.0,high,0.33,1,1609,firewall,10,3
6.9,3.2,7.8,high,0.15,1,204,firewall,2,3
5.8,9.9,4.9,medium,0.6,1,1402,firewall,11,3
7.4,7.6,2.9,low,0.92,0,1832,workstation,9,3
5.1,6.8,5.5,low,0.4,0,1864,printer,6,2
5.0,3.8,6.7,low,0.72,0,1789,workstation,0,2
4.7,7.1,9.2,low,0.64,1,442,ids,10,3
4.2,3.3,8.4,low,0.15,1,290,firewall,5,2
8.9,4.8,6.2,low,0.4,0,51,server,11,3
6.6,1.1,7.3,medium,0.55,1,820,printer,7,3
2.9,6.6,4.7,medium,0.89,0,767,firewall,12,2
9.8,6.0,7.4,medium,0.54,1,1315,server,9,4
3.0,4.3,8.1,medium,0.74,0,531,printer,4,2
5.3,2.6,9.7,medium,0.39,0,763,firewall,9,2
8.5,2.5,4.3,high,0.87,0,133,printer,10,3
8.0,6.9,9.4,high,0.19,0,818,firewall,2,3
3.3,3.0,8.9,critical,0.63,1,741,firewall,4,2
9.2,7.2,8.5,critical,0.5,0,172,printer,10,3
5.1,8.2,7.6,medium,0.12,0,1169,firewall,4,2
6.5,2.8,1.1,medium,0.34,0,1201,printer,1,2
8.5,4.4,7.6,low,0.71,0,1872,printer,11,3
6.6,5.8,3.8,low,0.66,1,710,server,5,3
6.4,2.8,6.9,critical,0.14,0,1023,printer,5,2
9.2,6.5,6.3,high,0.43,1,1876,printer,8,4
9.1,6.6,6.6,critical,0.44,0,964,ids,12,3
3.2,2.3,6.4,medium,0.97,0,811,workstation,0,2
3.4,2.6,6.0,medium,0.86,1,63,server,6,2
3.2,4.2,3.9,medium,0.21,1,1628,server,6,2
4.8,4.5,5.3,low,0.28,1,486,printer,2,2
9.1,3.5,5.7,medium,0.78,0,498,firewall,10,3
4.8,1.2,3.1,medium,0.71,0,232,printer,9,2
4.1,4.3,5.9,high,0.42,0,1846,ids,12,2
6.9,6.8,5.5,high,0.75,0,1157,ids,6,3
3.2,5.9,2.6,low,0.39,0,1823,ids,2,1
4.3,5.2,9.1,medium,0.61,0,376,firewall,0,2
4.0,8.5,4.9,low,0.12,1,1834,server,4,2
5.5,5.7,6.6,low,0.52,0,345,ids,6,2
5.5,9.8,5.1,medium,0.4,0,1265,ids,3,2
2.7,3.2,6.2,critical,0.74,1,1280,workstation,0,2
5.1,7.7,5.5,critical,0.61,1,1483,server,0,3
6.6,9.2,3.2,high,0.83,0,1495,printer,10,3
4.3,6.7,3.4,critical,0.41,1,609,printer,3,2
4.1,2.8,3.3,low,0.24,0,1855,ids,3,1
5.9,6.4,4.8,critical,0.46,0,1798,printer,7,2
4.5,4.1,6.5,high,0.73,1,382,firewall,12,3
3.8,1.1,2.2,medium,0.37,0,781,workstation,8,1
8.6,5.9,6.3,medium,0.42,1,1352,workstation,2,3
2.2,3.4,3.1,critical,0.35,0,1286,server,6,1
6.6,7.5,2.0,critical,0.74,1,1626,firewall,0,3
3.2,1.9,3.3,critical,0.47,0,234,ids,2,1
7.5,1.8,3.7,low,0.44,0,1840,server,12,2
3.1,8.2,3.6,low,0.19,0,461,firewall,0,1
3.5,3.5,3.6,critical,0.8,0,295,printer,10,2
7.5,2.1,7.8,critical,0.19,1,302,workstation,9,3
9.4,5.9,7.6,low,0.67,0,891,printer,3,3
7.7,9.3,4.6,critical,0.93,0,1548,printer,10,3
4.4,8.0,4.8,critical,0.36,1,1401,workstation,8,3
6.6,6.7,9.2,medium,0.18,0,250,server,1,3
8.5,7.9,3.2,low,0.78,1,1367,workstation,0,4
2.5,9.2,6.1,critical,0.41,1,1927,printer,3,2
5.4,4.5,9.0,low,0.34,1,315,ids,7,3
6.9,3.8,4.6,medium,0.29,1,62,firewall,3,3
2.6,6.2,3.4,low,0.95,0,753,server,1,2
3.3,7.6,3.7,high,0.72,1,1470,server,8,3
3.8,9.9,6.5,high,0.55,0,777,ids,3,2
3.1,4.0,7.1,medium,0.12,0,1609,ids,2,1
6.5,4.2,5.3,medium,0.93,1,540,printer,8,3
8.1,4.9,3.2,low,0.73,1,1592,server,12,3
5.1,10.0,9.9,medium,0.81,1,1565,server,1,4
6.4,3.2,1.6,low,0.25,0,1278,printer,7,2
6.8,8.6,3.7,high,0.72,0,1989,workstation,3,3
3.3,2.0,8.6,high,0.93,0,38,firewall,12,2
2.9,7.6,3.2,medium,0.6,0,1779,firewall,10,2
4.8,1.5,4.0,critical,0.44,0,1632,workstation,4,1
9.0,8.9,2.2,medium,0.73,1,1321,printer,0,4
8.6,7.7,6.2,medium,0.49,0,404,printer,3,3
4.4,9.7,9.0,critical,0.5,0,298,ids,0,3
2.7,6.2,2.5,low,0.48,1,1697,printer,3,2
9.3,10.0,8.0,medium,0.15,0,1559,ids,7,3
3.4,1.6,9.1,critical,0.71,1,1280,server,4,2
2.6,8.2,8.4,critical,0.33,0,98,firewall,5,2
7.2,2.7,9.2,medium,0.77,0,729,server,9,3
9.5,8.6,1.5,medium,0.63,0,1544,printer,10,3
2.8,1.6,4.3,critical,0.89,0,55,workstation,0,2
4.3,1.6,5.6,medium,0.28,0,62,server,8,1
9.8,1.1,5.4,medium,0.63,1,234,printer,0,3
3.4,9.3,4.9,high,0.32,1,1994,workstation,12,2
4.0,4.3,2.3,critical,0.37,0,1504,server,3,1
7.8,8.1,8.6,critical,0.55,1,91,firewall,10,4
4.1,3.6,3.6,medium,0.84,1,1943,ids,9,2
2.5,2.7,2.5,high,0.17,1,1313,ids,10,1
8.0,6.5,1.5,medium,0.44,1,372,printer,7,3
5.9,1.7,9.2,medium,0.42,0,552,printer,10,2
4.6,5.6,5.0,high,0.56,0,1107,workstation,12,2
6.2,6.6,7.1,low,0.46,0,1191,ids,2,3
2.1,4.3,5.5,low,0.21,0,1264,printer,1,1
9.2,8.1,9.3,medium,0.33,0,1097,firewall,2,3
8.8,6.0,5.8,low,0.3,0,483,firewall,4,3
7.7,4.2,4.1,medium,0.69,1,1912,ids,0,3
2.2,3.7,8.5,medium,0.17,0,1387,printer,5,1
5.7,4.8,8.0,high,0.93,0,387,printer,1,3
8.0,1.4,8.1,critical,0.31,0,517,workstation,1,2
9.7,8.5,8.1,low,0.1,1,121,server,10,4
3.0,7.9,7.2,critical,0.52,1,906,printer,8,3
8.6,9.1,7.8,low,0.66,1,1560,printer,2,4
9.3,7.7,6.5,medium,0.11,1,1149,ids,8,3
9.4,4.9,4.4,high,0.34,1,870,ids,7,3
7.6,2.3,6.0,critical,0.66,1,203,printer,5,3
6.9,2.2,3.3,high,0.89,1,1853,printer,3,3
3.4,6.6,4.7,critical,0.29,0,818,server,1,2
6.0,9.1,4.9,high,0.62,1,1473,firewall,1,3
5.8,1.1,7.3,critical,0.88,1,699,server,7,3
5.8,8.2,3.2,low,0.19,0,1308,firewall,9,2
9.0,6.6,8.0,critical,0.27,1,124,ids,10,4
7.1,8.5,3.0,medium,0.6,1,1713,server,11,3
3.1,1.2,3.2,low,0.93,0,1323,server,8,1
7.7,6.1,3.8,high,0.45,1,1430,printer,4,3
6.1,8.5,6.0,low,0.88,0,1996,firewall,1,3
7.9,3.4,2.5,critical,0.99,0,1094,workstation,0,3
8.7,7.6,8.3,medium,0.74,1,1034,ids,2,4
2.9,4.2,5.6,medium,0.88,0,915,printer,4,2
7.3,4.9,2.6,low,0.92,0,1794,workstation,10,3
4.0,9.8,9.9,critical,0.54,0,1262,ids,0,3
4.3,5.6,7.0,medium,0.58,0,212,workstation,6,2
5.1,8.3,5.9,medium,0.33,1,283,server,1,3
2.7,6.5,7.0,low,0.82,1,825,printer,12,3
8.3,5.0,4.3,high,0.71,0,1362,workstation,4,3
6.3,1.3,6.3,high,0.95,1,1706,server,3,3
7.2,3.7,6.6,low,0.77,1,1798,ids,7,3
2.4,1.3,2.1,medium,0.65,0,232,printer,5,1
4.6,5.4,6.8,high,0.96,0,110,ids,7,3
7.0,5.1,6.7,critical,0.6,1,891,ids,8,3
3.9,9.8,8.3,critical,0.6,0,148,printer,11,3
5.2,6.8,3.6,high,0.29,0,414,workstation,0,2
7.5,8.6,2.0,medium,0.61,1,1378,ids,0,3
5.5,5.1,4.0,critical,0.9,0,878,firewall,4,2
9.7,4.2,3.1,low,0.46,1,1765,printer,0,3
7.8,2.7,8.1,low,0.76,1,1097,server,5,3
3.9,7.1,3.7,high,0.18,0,127,firewall,3,2
7.4,10.0,5.6,medium,0.68,0,1175,server,1,3
5.3,1.2,1.8,medium,0.47,0,1820,printer,5,1
8.5,2.6,8.3,critical,0.27,1,1198,firewall,7,3
9.0,7.4,8.6,medium,0.26,0,206,ids,12,3
8.9,8.7,4.1,critical,0.15,1,1114,workstation,8,3
6.8,2.7,4.6,critical,0.81,0,1697,server,7,2
9.9,7.8,9.5,high,0.83,1,1762,server,11,4
3.9,6.8,1.8,high,0.23,1,322,workstation,1,2
2.7,5.1,5.8,high,0.62,0,291,server,3,2
8.1,2.0,9.9,high,0.91,0,646,workstation,3,3
8.9,2.7,1.3,high,0.47,1,1606,server,5,3
8.7,5.4,7.5,medium,0.31,1,149,printer,4,3
4.4,9.2,1.4,low,0.44,1,1670,printer,12,2
2.7,9.4,9.9,medium,0.78,1,1532,workstation,4,3
4.0,1.6,2.2,medium,0.52,1,1963,ids,1,2
9.5,3.5,2.2,low,0.58,0,1740,server,10,3
8.6,1.8,3.4,high,0.17,1,896,firewall,1,2
8.1,6.9,1.7,low,0.66,1,1364,firewall,6,3
4.5,8.5,6.5,medium,0.25,1,1371,printer,11,3
2.3,3.8,1.7,high,0.54,0,1916,printer,2,1
5.8,7.2,3.3,low,0.6,0,262,workstation,12,2
5.9,7.6,5.2,low,0.21,0,1332,workstation,8,2
9.0,3.1,5.8,low,0.87,0,1851,server,1,3
5.3,5.6,7.5,medium,0.79,0,1340,server,10,3
2.1,9.5,2.1,critical,0.6,0,1674,printer,7,2
6.8,5.0,6.1,high,0.83,1,1358,ids,0,3
8.7,4.1,2.0,high,0.94,1,928,workstation,10,3
7.6,5.5,4.7,medium,0.36,0,717,printer,6,2
9.3,4.5,1.1,critical,0.5,0,992,server,5,2
3.3,2.3,2.6,high,0.93,0,1090,firewall,4,2
6.2,8.4,1.5,medium,0.49,1,323,firewall,10,3
5.7,9.2,9.9,low,0.41,0,1280,ids,4,3
4.1,9.6,8.4,low,0.92,0,1985,server,12,3
6.3,9.3,3.6,critical,0.21,0,1758,workstation,4,2
2.9,6.2,2.6,critical,0.69,1,1986,printer,6,2
5.4,5.9,4.4,high,0.86,0,1782,firewall,11,2
8.3,4.4,5.9,high,0.4,0,380,printer,8,3
6.0,8.4,9.9,medium,0.46,1,1708,printer,9,3
7.6,6.0,3.4,critical,0.33,1,1570,workstation,7,3
6.1,8.6,5.9,low,0.65,0,1480,ids,7,3
7.2,4.0,4.9,medium,0.56,0,638,ids,12,2
6.7,5.2,2.3,high,0.9,0,504,firewall,10,2
4.4,8.8,8.3,low,0.61,1,1096,server,11,3
5.5,7.1,1.4,critical,0.21,0,1617,printer,0,2
6.8,2.5,10.0,critical,0.19,0,1255,workstation,1,2
2.7,6.4,8.3,low,0.9,1,302,ids,7,3
4.1,5.8,9.9,critical,0.9,1,1231,firewall,6,3
6.1,6.1,8.2,high,0.94,0,1702,server,8,3
6.1,7.0,9.7,critical,0.24,0,1337,printer,11,3
7.7,3.1,4.4,critical,0.54,0,490,printer,6,2
7.1,7.7,6.9,medium,0.87,0,76,server,3,3
3.5,6.4,8.9,medium,0.76,0,739,workstation,0,2
4.0,5.5,6.8,low,0.83,0,654,workstation,11,2
3.3,2.3,9.5,medium,0.45,0,531,ids,1,2
5.4,5.7,3.7,high,0.58,0,1819,server,7,2
7.2,5.1,7.6,critical,0.16,0,342,firewall,6,2
9.0,5.9,4.8,medium,0.26,1,1308,printer,9,3
9.9,5.9,3.5,high,0.34,1,1462,printer,10,3
8.3,9.5,9.2,critical,0.37,1,1274,firewall,11,4
8.8,2.9,4.7,low,0.29,0,1796,firewall,12,2
8.6,4.8,5.5,critical,0.47,0,516,firewall,8,3
2.2,4.1,5.8,low,0.26,1,333,firewall,12,2
8.8,5.9,5.1,critical,0.92,0,1130,firewall,0,3
7.9,4.2,4.4,low,0.13,0,1131,server,9,2
2.9,5.0,9.8,high,0.51,1,1672,firewall,4,3
4.1,1.4,2.7,low,0.69,1,397,ids,12,2
9.4,8.1,5.9,critical,0.51,0,1938,server,12,3
8.1,5.8,9.4,medium,0.7,0,1806,workstation,3,3
8.7,10.0,5.5,low,0.37,1,1899,server,9,4
4.1,7.3,5.5,low,0.72,1,726,printer,4,3
6.0,6.3,1.8,low,0.74,0,1918,ids,1,2
5.5,6.9,6.5,critical,0.71,1,1440,workstation,2,3
5.1,2.3,2.7,medium,0.21,0,655,ids,4,1
2.6,3.9,4.8,low,0.83,0,233,firewall,8,2
8.2,6.3,3.5,medium,0.98,1,1668,printer,5,4
4.1,7.8,6.1,critical,0.58,1,1990,firewall,12,3
9.4,3.3,9.0,critical,0.45,0,1264,server,3,3
5.9,3.7,1.4,critical,0.6,0,1632,firewall,5,2
9.8,4.8,7.6,critical,0.29,1,722,firewall,3,3
6.2,8.8,8.7,medium,0.67,0,311,workstation,4,3
4.3,5.2,3.3,medium,0.67,1,815,server,8,2
9.7,3.3,7.9,high,0.31,1,368,server,7,3
2.7,6.2,8.2,high,0.36,0,876,server,12,2
2.3,9.5,7.1,medium,0.12,0,1221,firewall,8,2
2.5,2.7,5.8,medium,0.66,1,1025,printer,4,2
6.6,5.6,7.6,high,0.88,0,1546,workstation,12,3
6.1,5.8,1.8,medium,0.36,0,1733,ids,9,2
5.3,1.6,1.5,low,0.76,0,940,printer,7,2
2.4,9.1,9.4,low,0.64,0,446,ids,11,2
2.6,7.5,6.5,critical,0.75,0,750,ids,1,2
9.4,1.4,7.7,high,0.84,1,177,firewall,8,4
9.7,5.1,3.4,high,0.47,1,1508,ids,11,3
8.8,4.8,8.0,low,0.35,1,66,workstation,6,3
7.3,7.8,2.3,low,0.89,0,39,firewall,4,3
4.6,4.5,8.2,critical,0.92,0,1543,ids,9,3
6.6,1.5,7.0,medium,0.97,1,245,firewall,7,3
2.7,5.5,3.2,medium,0.74,1,216,firewall,12,2
5.2,5.0,5.6,critical,0.93,1,1146,ids,3,3
7.8,3.6,2.0,high,0.99,0,579,server,9,3
5.7,1.5,4.0,low,0.43,1,1237,printer,1,2
8.7,2.3,7.2,low,0.85,1,18,firewall,12,4
5.5,7.8,7.4,high,0.29,0,520,printer,3,2
2.9,5.9,1.1,medium,0.9,1,1109,firewall,4,2
7.5,7.2,9.0,high,0.97,1,1649,ids,3,4
9.4,8.0,2.4,low,0.87,1,1584,firewall,8,4
9.0,5.4,10.0,high,0.33,0,1295,printer,11,3
3.4,3.7,9.3,high,0.26,1,1332,printer,0,2
6.8,4.8,4.4,medium,0.76,0,1747,workstation,4,3
9.4,3.4,1.9,critical,0.55,1,1069,ids,9,3
4.7,3.2,4.1,critical,0.69,0,381,ids,10,2
6.4,4.8,7.5,high,0.15,1,292,firewall,9,3
2.1,5.0,5.1,low,0.9,1,1650,ids,9,2
5.6,6.0,4.9,low,0.25,1,177,server,8,2
8.7,8.5,6.1,high,0.37,1,1844,firewall,0,4
6.5,8.1,4.3,medium,0.33,0,150,server,7,2
4.5,4.7,9.6,low,0.68,1,1333,printer,12,3
6.1,9.1,9.6,low,0.38,0,1671,firewall,12,3
9.7,4.3,9.6,critical,0.89,1,1155,workstation,9,4
3.5,2.7,9.3,medium,0.58,0,1271,printer,8,2
4.3,5.9,4.9,medium,0.42,1,555,workstation,8,2
2.2,4.1,4.6,low,0.96,1,1876,ids,7,2
8.9,3.5,8.0,low,0.11,0,635,ids,8,3
8.8,8.8,6.1,critical,0.53,0,1464,printer,2,3
5.3,6.5,7.4,low,0.28,1,1798,firewall,10,3
7.7,3.9,4.3,critical,0.67,0,1824,ids,0,3
3.8,5.6,2.8,high,0.35,0,912,server,6,1
5.4,9.0,6.4,critical,0.54,1,650,server,7,3
6.8,8.4,2.5,high,0.77,1,1439,server,0,3
9.5,9.1,5.3,low,0.28,0,950,server,8,3
8.4,1.6,8.2,critical,0.49,0,1376,ids,12,3
6.0,1.2,3.2,critical,0.3,1,1602,firewall,6,2
3.4,9.8,7.1,medium,0.72,0,397,firewall,10,3
8.2,3.5,4.3,critical,0.42,0,1367,server,3,2
6.3,1.3,6.8,critical,0.52,0,608,printer,8,2
2.5,7.5,5.4,high,0.86,1,1001,firewall,6,3
5.3,7.7,5.3,critical,0.18,1,1289,workstation,12,3
6.3,8.5,9.8,low,0.46,0,1437,ids,1,3
5.4,3.1,4.4,medium,0.68,1,1756,server,6,3
2.9,5.2,5.8,low,0.72,0,348,firewall,0,2
4.7,2.3,2.2,critical,0.58,1,1936,printer,12,2
3.2,3.2,1.4,medium,0.16,0,275,server,1,1
2.8,3.8,3.8,medium,0.24,0,1890,server,5,1
2.2,3.8,5.0,high,0.79,1,784,ids,12,2
9.9,10.0,6.8,high,0.13,1,1115,firewall,12,4
9.4,3.8,9.4,medium,0.49,1,1539,server,9,4
2.3,8.1,7.9,low,0.81,0,207,server,12,2
6.7,5.8,5.5,medium,0.51,0,1074,workstation,8,2
6.0,7.3,1.7,medium,0.51,0,1975,ids,5,2
7.4,8.7,2.5,low,0.32,1,992,ids,7,3
9.2,5.0,3.2,high,0.84,0,1608,workstation,11,3
3.3,6.4,2.2,high,0.97,1,753,firewall,1,2
7.0,6.8,1.7,high,0.74,0,517,firewall,1,2
3.8,7.9,7.4,high,0.1,1,1308,firewall,11,2
7.2,3.3,3.8,medium,0.1,0,1465,workstation,1,2
7.3,8.3,4.4,high,0.99,0,908,ids,2,3
7.3,2.8,6.0,high,0.75,1,416,ids,1,3
7.7,6.3,2.8,critical,0.86,0,320,firewall,7,3
5.0,4.7,1.9,low,0.39,1,590,ids,10,2
8.0,1.3,5.5,medium,0.27,1,366,workstation,5,3
4.5,4.7,6.6,high,0.66,0,1770,server,10,2
4.6,7.7,3.6,critical,0.11,1,1,firewall,12,2
3.0,1.8,1.2,medium,0.71,0,941,firewall,9,1
4.1,8.2,9.1,critical,0.77,1,523,workstation,6,3
6.6,5.5,5.6,medium,0.8,0,1739,server,7,3
3.8,1.6,7.2,low,0.69,0,1215,workstation,11,2
5.1,9.9,7.2,critical,0.64,1,1787,server,0,3
7.4,8.0,5.4,medium,0.55,0,1177,printer,12,3
3.9,4.2,5.2,medium,0.93,0,401,printer,0,2
8.8,3.4,8.0,critical,0.46,1,1397,server,5,3
2.7,8.5,8.1,high,0.57,1,1789,workstation,3,3
7.7,6.3,6.2,high,0.52,0,1563,printer,10,3
5.8,8.8,2.5,high,0.57,0,1220,firewall,3,2
7.6,4.7,6.5,critical,0.32,1,148,server,6,3
6.6,5.9,3.5,medium,0.47,1,1486,workstation,5,3
8.4,1.0,8.1,medium,0.13,0,1269,workstation,3,2
8.1,4.5,3.2,critical,0.75,0,1047,workstation,7,3
9.5,3.5,1.8,critical,0.56,0,1257,workstation,11,2
8.1,2.9,8.1,medium,0.71,0,1699,server,1,3
6.8,5.8,4.3,high,0.62,0,1192,server,10,2
5.5,3.5,2.8,low,0.44,1,1022,ids,11,2
5.5,1.5,2.7,critical,0.71,1,764,server,4,2
5.2,9.9,6.8,critical,0.5,0,542,server,2,3
7.2,8.3,4.2,high,0.12,0,230,workstation,4,2
8.6,1.3,3.2,medium,0.25,1,1814,workstation,3,2
8.5,1.9,3.8,critical,0.93,0,37,printer,5,3
8.7,6.2,9.7,medium,0.85,1,500,server,1,4
9.4,9.3,7.9,high,0.13,0,403,ids,4,3
7.7,7.8,7.9,high,0.38,0,1268,printer,4,3
5.0,8.1,3.5,high,0.92,1,1880,firewall,11,3
7.5,5.2,5.1,critical,0.14,0,1077,server,7,2
4.1,7.2,1.0,medium,0.41,0,45,ids,3,2
9.5,1.0,4.3,low,0.29,1,205,printer,0,3
4.1,6.7,3.0,low,0.81,0,683,firewall,9,2
6.2,4.9,8.8,medium,0.59,1,48,workstation,7,3
9.7,9.8,6.9,low,0.33,1,1168,firewall,0,4
6.7,8.7,9.4,low,0.39,1,980,ids,1,4
