cvss_base_score,exploitability_score,impact_score,asset_criticality,network_exposure,exploit_available,days_since_published,device_type,mitre_attack_technique_count,risk_priority
5.4,4.0,7.0,medium,0.11,1,758,printer,6,2
2.3,1.1,8.5,critical,0.98,0,1433,workstation,9,2
9.1,4.9,9.8,high,0.18,1,1712,printer,7,3
8.7,4.1,2.6,high,0.77,0,1311,firewall,3,3
4.1,2.2,6.4,medium,0.66,1,333,ids,2,2
5.2,4.9,5.7,medium,0.19,0,1558,workstation,12,2
5.1,6.4,2.4,medium,0.67,0,14,workstation,6,2
2.9,8.3,1.7,medium,0.4,0,149,printer,11,1
9.8,2.6,2.5,critical,0.53,1,1668,printer,4,3
5.0,4.4,2.3,critical,0.22,1,1388,ids,2,2
3.6,9.6,1.1,low,0.97,1,420,ids,9,3
7.0,4.4,8.5,medium,0.51,0,1907,firewall,2,3
2.5,3.8,3.0,high,0.54,1,638,server,1,2
7.8,8.4,4.7,low,0.21,1,102,firewall,4,3
3.3,1.2,2.7,critical,0.82,0,712,workstation,8,1
9.1,3.0,7.0,low,0.51,0,777,server,5,3
3.3,6.3,5.4,critical,0.45,0,137,server,1,2
4.6,2.8,2.4,medium,0.26,1,1740,server,4,2
6.4,6.4,8.3,critical,0.73,0,754,ids,5,3
3.2,3.8,8.1,critical,0.27,0,1347,firewall,2,2
2.2,7.0,7.6,high,0.77,0,1710,server,10,2
5.8,1.6,8.9,low,0.18,1,1355,firewall,11,2
2.5,6.2,9.1,critical,0.34,0,1696,printer,8,2
5.0,5.3,4.9,critical,0.9,1,1585,ids,1,3
7.1,1.0,8.6,critical,0.18,0,1066,server,11,2
3.7,5.0,8.2,medium,0.69,0,1096,firewall,10,2
7.5,7.4,2.6,critical,0.38,1,1079,printer,8,3
6.6,3.1,8.7,low,0.6,1,1539,ids,10,3
8.8,2.3,3.7,high,0.82,1,1429,server,2,3
7.1,4.6,8.4,low,0.52,0,633,server,9,3
6.6,1.1,7.9,medium,0.2,0,786,printer,7,2
8.3,5.7,3.2,low,0.91,0,155,printer,6,3
2.4,4.3,6.2,high,0.32,0,756,workstation,2,1
4.4,7.5,2.4,medium,0.2,1,1672,workstation,5,2
8.3,8.7,2.8,critical,0.96,1,1550,printer,2,4
8.1,5.2,2.9,medium,0.54,1,842,workstation,11,3
3.9,9.7,1.2,high,0.66,1,55,ids,6,3
6.7,1.1,1.2,medium,0.63,0,112,server,11,2
7.3,1.3,3.9,medium,0.7,0,200,server,2,2
9.7,8.1,9.2,critical,0.56,0,166,firewall,2,4
5.8,8.8,1.8,high,0.11,0,695,workstation,8,2
9.3,1.4,7.6,low,0.75,0,233,ids,8,3
4.1,4.0,7.9,low,0.67,1,1847,server,10,3
8.0,9.7,9.3,low,0.16,0,1408,server,9,3
4.5,4.6,9.9,low,0.64,1,1079,server,7,3
7.3,7.0,1.1,critical,0.63,0,455,workstation,0,2
5.6,9.5,5.2,high,0.57,1,703,workstation,9,3
7.8,6.4,7.2,low,0.31,0,1013,server,4,3
4.0,4.0,4.5,critical,0.25,1,133,server,12,2
9.9,5.8,2.6,high,0.82,1,1393,printer,11,4
4.2,3.6,5.4,low,0.23,1,1940,printer,10,2
8.4,7.2,1.7,high,0.68,0,244,firewall,7,3
8.4,2.8,5.3,high,0.59,0,1908,ids,12,3
7.7,9.0,2.9,low,0.74,1,1044,ids,6,3
6.3,7.8,6.4,low,0.46,1,827,firewall,2,3
8.6,4.7,2.8,medium,0.6,0,729,server,2,3
9.8,3.2,3.3,medium,0.24,1,44,workstation,4,3
7.1,4.5,5.1,high,0.11,0,1825,printer,0,2
4.9,5.8,8.5,high,0.45,0,759,printer,0,2
5.3,6.7,6.3,critical,0.34,1,1409,ids,2,3
9.4,3.2,1.8,medium,0.54,1,687,firewall,7,3
7.2,8.3,8.4,low,0.22,0,676,ids,11,3
4.9,4.2,2.2,critical,0.54,1,1982,firewall,10,2
3.3,9.4,3.6,critical,0.28,1,1794,firewall,4,2
5.8,8.5,8.5,low,0.79,1,1798,firewall,11,4
2.7,2.4,1.6,medium,0.88,0,1728,printer,8,1
5.9,2.5,2.1,critical,0.39,0,1649,workstation,5,2
4.1,7.7,9.0,low,0.46,0,951,ids,7,2
2.2,6.6,1.8,high,0.32,1,645,server,5,2
8.0,7.3,6.8,critical,0.16,1,326,firewall,7,3
8.7,7.0,5.0,medium,0.93,1,1502,printer,9,4
9.9,4.2,7.9,low,0.15,0,1397,printer,3,3
2.6,1.9,3.9,high,0.58,1,524,printer,0,2
9.2,2.8,7.6,medium,0.42,0,332,firewall,3,3
7.6,9.3,7.0,low,0.36,1,430,workstation,5,4
3.7,5.1,5.8,high,0.77,1,1842,printer,7,3
8.5,3.5,5.2,critical,0.69,1,453,ids,0,3
7.8,8.8,8.0,medium,0.9,1,50,firewall,12,4
8.3,9.8,2.3,high,0.77,0,1018,workstation,7,3
9.6,7.8,8.3,high,0.98,0,1105,firewall,6,4
4.0,4.4,8.0,high,0.34,0,1244,firewall,11,2
3.8,2.6,6.4,high,0.12,0,1581,printer,0,1
3.7,3.1,9.9,low,0.81,1,1681,server,2,3
7.7,7.6,5.2,high,0.84,0,336,printer,6,3
7.8,7.8,7.7,high,0.34,1,138,firewall,1,3
8.6,5.1,6.2,low,0.2,1,1609,ids,8,3
3.0,5.8,1.3,critical,0.75,1,1887,printer,4,2
5.5,3.7,5.4,critical,0.32,0,1707,printer,6,2
6.8,2.3,7.5,high,0.78,0,1833,firewall,9,3
3.3,9.0,9.0,critical,0.84,1,840,server,2,3
8.3,7.2,7.2,medium,0.58,1,1660,printer,12,4
2.2,6.2,2.3,critical,0.86,1,192,printer,10,2
7.1,3.8,5.8,critical,0.39,0,1967,ids,1,2
4.4,6.9,8.3,medium,0.75,1,813,server,1,3
7.0,1.4,9.0,medium,0.92,1,1184,ids,8,3
4.2,7.8,2.9,low,0.99,1,1175,server,1,3
8.0,3.6,1.1,high,0.31,0,365,printer,2,2
9.1,1.8,8.5,critical,0.89,1,1380,server,1,4
8.9,5.4,4.5,medium,0.17,0,1131,workstation,6,2
4.8,8.5,9.8,critical,0.15,0,321,ids,5,2
4.6,5.4,8.0,low,0.48,0,781,server,8,2
6.7,7.1,3.2,medium,0.18,0,318,ids,0,2
3.5,9.4,9.3,critical,0.94,1,911,ids,1,4
8.6,5.8,2.6,medium,0.2,1,490,printer,0,3
8.4,6.5,1.8,critical,0.23,0,1419,ids,2,2
4.9,8.5,9.3,critical,0.46,1,1936,server,6,3
8.1,7.1,8.4,critical,0.37,1,1749,printer,2,4
3.7,7.2,6.9,low,0.42,0,328,server,11,2
8.3,1.5,7.1,high,0.18,0,341,ids,7,2
2.1,4.0,6.2,high,0.75,1,606,server,5,2
4.6,1.1,9.9,low,0.34,1,1494,ids,7,2
6.9,5.6,1.0,medium,0.35,0,546,printer,2,2
5.8,6.0,7.2,high,0.52,0,447,ids,0,3
2.6,8.8,3.8,medium,0.37,0,163,server,12,2
7.3,7.8,7.0,critical,0.17,0,227,ids,9,3
9.6,4.2,4.6,critical,0.32,1,1476,printer,12,3
4.1,5.3,1.2,medium,0.91,1,82,ids,1,2
8.3,4.0,4.0,low,0.94,0,186,server,1,3
3.3,1.5,1.4,high,0.72,1,298,firewall,7,2
5.2,7.8,6.9,low,0.26,1,1801,server,7,3
3.4,5.6,2.3,high,0.19,1,1391,printer,10,2
2.3,7.7,5.7,low,0.29,0,428,printer,5,2
8.0,2.8,7.1,low,0.65,1,84,workstation,6,3
2.6,7.6,9.4,critical,0.2,0,244,ids,1,2
2.6,4.0,5.1,low,0.76,1,220,firewall,11,2
5.8,3.4,9.4,critical,0.26,0,222,ids,5,2
5.6,7.9,5.9,high,0.83,1,1453,ids,5,3
7.1,9.7,2.6,low,0.93,1,1849,server,7,4
3.8,7.2,5.7,low,0.81,1,278,workstation,5,3
5.5,3.1,4.2,low,0.45,1,568,printer,5,2
8.9,1.8,1.8,critical,0.33,0,1758,printer,5,2
7.9,2.2,2.2,medium,0.67,1,157,ids,8,3
6.5,4.5,4.5,low,0.45,1,242,printer,9,3
9.5,1.2,6.0,medium,0.59,0,512,firewall,8,3
7.8,8.0,3.5,critical,0.98,0,50,ids,9,3
6.0,3.2,8.0,medium,0.22,0,1675,printer,9,2
2.5,8.0,8.7,critical,0.4,0,1406,server,0,2
2.9,9.3,6.3,low,0.26,1,101,ids,6,2
7.1,5.3,1.5,medium,0.35,0,908,firewall,10,2
4.0,1.6,9.9,low,0.35,1,351,server,11,2
9.2,6.7,1.6,critical,0.31,0,1256,firewall,2,2
5.2,9.5,3.9,low,0.32,1,334,ids,6,3
4.7,9.3,7.8,low,0.88,0,460,workstation,4,3
5.7,5.0,3.0,critical,0.11,0,724,workstation,4,2
4.5,3.7,2.0,low,0.44,0,744,server,0,1
7.7,9.1,8.1,critical,0.45,0,1927,firewall,10,3
9.1,8.4,2.2,critical,0.78,0,445,firewall,2,3
8.6,8.7,9.1,medium,0.56,1,1357,workstation,5,4
4.6,4.2,1.0,high,0.89,1,1454,firewall,0,2
4.6,3.1,8.5,medium,0.24,0,352,printer,9,2
7.2,5.1,7.8,high,0.59,1,224,firewall,10,3
9.3,5.0,5.1,low,0.21,1,47,ids,1,3
5.2,7.1,6.2,high,0.58,1,1567,workstation,4,3
9.4,5.3,8.6,low,0.93,1,178,firewall,2,4
7.2,1.7,1.9,high,0.38,0,1622,ids,5,2
6.4,7.4,9.0,low,0.52,1,1707,firewall,9,3
5.3,3.1,4.8,high,0.62,0,1839,ids,8,2
8.0,9.9,4.1,low,0.23,0,693,server,10,3
7.8,5.0,9.8,critical,0.2,1,1622,workstation,9,3
6.3,9.4,5.5,low,0.81,0,1139,firewall,4,3
7.9,6.6,9.2,high,0.16,1,699,server,3,3
2.4,8.0,2.4,medium,0.85,1,521,server,3,2
3.1,9.4,9.6,medium,0.85,0,1400,server,6,3
6.6,3.9,4.2,medium,0.23,1,1135,server,1,2
5.0,4.8,3.8,low,0.23,1,533,firewall,4,2
5.5,5.6,6.3,high,0.36,1,1071,firewall,11,3
4.4,3.6,9.8,low,0.4,0,90,workstation,8,2
8.7,4.6,6.5,high,0.65,0,33,workstation,0,3
2.0,3.2,7.4,high,0.83,1,1288,printer,12,2
7.8,2.1,1.8,low,0.69,1,472,server,11,3
7.2,4.3,9.1,low,0.17,1,852,workstation,8,3
8.8,8.5,2.5,critical,0.35,1,33,ids,7,3
3.3,8.3,1.6,medium,0.29,0,1804,ids,5,1
8.0,1.0,1.1,low,0.52,1,1541,firewall,6,2
8.0,3.7,1.7,high,0.31,1,590,firewall,5,2
4.6,8.6,4.4,low,0.15,1,899,ids,2,2
8.6,2.1,9.2,high,0.44,1,1887,workstation,7,3
6.7,9.0,4.5,low,0.89,1,1407,server,6,4
6.5,9.1,9.1,low,0.78,1,1743,printer,5,4
3.0,8.1,2.5,low,0.35,0,489,workstation,5,2
3.7,8.8,1.2,low,0.87,0,592,ids,8,2
2.8,2.8,8.1,low,0.53,1,935,firewall,0,2
9.7,6.7,5.3,high,0.83,0,1029,workstation,9,3
2.9,7.8,2.8,medium,0.94,1,1408,server,8,3
3.2,6.8,3.9,medium,0.63,0,1126,printer,3,2
7.7,2.2,5.4,high,0.19,0,852,server,6,2
4.2,6.3,5.0,medium,0.9,0,688,server,1,2
7.8,7.1,10.0,critical,0.55,0,558,printer,9,3
9.3,8.5,3.4,critical,0.58,1,231,workstation,8,4
5.9,9.1,9.1,medium,0.45,0,1727,workstation,10,3
7.8,1.6,6.4,critical,0.73,1,1749,firewall,12,3
5.3,6.2,2.6,medium,0.4,1,546,firewall,7,2
4.4,3.0,7.9,low,0.49,1,744,server,1,2
6.2,4.8,4.0,medium,0.98,0,214,printer,9,3
8.4,5.9,5.9,low,0.62,0,812,ids,2,3
9.6,6.9,4.1,low,0.41,1,560,printer,8,3
6.2,7.9,4.3,medium,0.25,1,769,workstation,12,3
7.5,1.7,9.7,low,0.5,1,1968,workstation,7,3
3.7,5.9,2.3,low,0.99,0,1554,ids,0,2
7.1,6.0,5.5,high,0.38,1,668,server,0,3
7.2,4.5,2.2,high,0.25,1,902,firewall,6,2
6.5,7.1,6.0,low,0.2,1,1661,server,1,3
8.4,6.6,3.3,low,0.98,0,740,ids,1,3
8.2,9.2,6.9,medium,0.39,0,1411,server,1,3
7.4,9.8,1.1,low,0.99,0,806,workstation,11,3
4.8,9.4,5.5,medium,0.14,1,1664,ids,10,3
3.0,8.2,9.0,medium,0.14,1,194,ids,7,2
5.4,2.3,2.4,high,0.41,0,1650,server,4,1
6.5,2.4,3.5,medium,0.75,0,564,ids,11,2
6.7,5.9,1.6,high,0.53,1,1657,firewall,0,3
8.9,6.3,7.3,critical,0.4,0,315,printer,3,3
7.7,6.0,4.5,medium,0.68,0,1741,ids,4,3
4.9,9.2,8.4,critical,0.6,1,1598,printer,8,3
2.6,7.1,6.8,low,0.81,1,765,ids,7,3
8.1,4.5,7.1,high,0.18,1,1004,server,7,3
5.5,6.1,4.0,high,0.95,1,1320,ids,10,3
7.3,1.5,7.6,critical,0.46,0,1462,ids,0,2
5.2,7.5,1.7,low,0.31,1,443,ids,4,2
5.6,8.2,6.5,medium,0.69,0,249,server,5,3
7.7,1.0,10.0,critical,0.83,0,1504,workstation,11,3
6.9,3.2,7.3,high,0.44,0,212,ids,12,2
4.1,7.3,2.9,critical,0.47,0,890,printer,3,2
8.0,8.8,8.5,low,0.75,0,400,workstation,3,4
6.4,9.6,2.3,low,0.95,1,171,firewall,11,3
7.6,1.7,5.5,low,0.73,0,289,firewall,10,2
10.0,10.0,1.8,low,0.87,1,355,workstation,3,4
6.8,8.2,6.5,high,0.55,1,1223,ids,1,3
9.0,8.8,9.1,critical,0.17,0,281,server,0,3
8.3,5.0,8.1,critical,0.63,1,1151,workstation,2,4
6.0,8.1,1.8,medium,0.28,1,1137,firewall,0,2
6.0,4.0,2.0,low,0.75,0,276,printer,12,2
8.5,4.5,1.1,high,0.47,1,1537,firewall,10,3
4.3,6.3,1.7,low,0.75,1,203,server,0,2
7.6,3.9,3.8,critical,0.26,0,1286,printer,7,2
3.9,5.3,9.8,critical,0.34,0,1701,printer,10,2
9.8,9.1,5.2,critical,0.87,0,252,server,4,4
2.8,4.1,4.0,medium,0.77,1,1417,firewall,8,2
5.8,8.2,2.0,low,0.75,0,1703,printer,1,2
6.4,7.1,2.2,medium,0.18,0,1801,workstation,10,2
3.6,8.9,8.0,medium,0.22,0,1128,printer,8,2
6.2,10.0,1.0,high,0.1,0,930,ids,6,2
2.4,6.5,7.7,high,0.94,1,1591,workstation,8,3
5.6,6.3,4.5,low,0.41,0,1279,server,11,2
4.3,9.5,4.4,critical,0.63,1,1417,printer,2,3
3.0,5.8,6.9,critical,0.13,0,437,server,10,2
2.4,8.7,8.7,high,0.63,1,92,firewall,1,3
2.4,7.3,7.5,low,0.67,0,1788,workstation,8,2
2.7,4.3,5.0,critical,0.4,1,339,workstation,5,2
5.9,8.8,2.4,high,0.71,0,1870,firewall,10,3
6.1,6.4,9.6,low,0.25,1,1191,server,2,3
7.1,9.3,5.7,critical,0.33,1,1940,printer,7,3
5.2,9.4,6.8,low,0.66,1,485,workstation,10,3
3.3,6.9,5.8,low,0.26,0,75,ids,0,2
6.9,8.0,1.8,medium,0.33,0,1758,workstation,12,2
6.0,5.8,5.4,critical,0.61,1,1018,workstation,6,3
2.0,9.3,1.5,medium,0.64,0,1521,ids,10,2
3.2,2.7,2.8,low,0.49,0,1453,workstation,11,1
3.0,9.5,8.3,critical,0.92,1,1305,printer,2,3
6.8,3.0,3.7,medium,0.98,0,692,ids,1,3
9.7,5.8,5.4,critical,0.34,1,396,printer,11,3
4.9,8.5,6.1,medium,0.78,1,1347,workstation,2,3
8.9,9.1,5.9,high,0.58,0,755,workstation,5,3
5.4,9.3,7.9,high,0.81,1,1882,firewall,11,4
4.1,3.4,2.2,low,0.97,1,1358,printer,2,2
8.3,10.0,1.4,medium,0.65,1,803,ids,10,3
7.2,5.0,8.9,medium,0.49,0,1426,workstation,7,3
5.0,8.0,3.7,high,0.54,0,1375,ids,10,2
2.1,7.3,3.4,critical,0.25,0,895,server,2,1
2.5,8.7,1.2,high,0.94,1,455,ids,12,2
3.9,5.6,8.3,high,0.46,1,1881,printer,7,3
2.4,5.4,3.3,critical,0.5,1,976,server,4,2
9.2,7.7,4.7,medium,0.36,1,1826,workstation,3,3
2.6,9.2,2.7,medium,0.72,1,1237,server,4,2
6.6,2.5,2.3,low,0.43,0,1071,firewall,9,2
5.9,7.7,1.1,low,0.84,1,1909,server,0,3
5.7,6.5,6.3,low,0.45,0,1720,workstation,2,2
3.7,5.7,6.3,critical,0.6,0,955,ids,12,2
6.9,6.2,1.7,low,0.4,0,574,workstation,4,2
9.2,4.1,7.4,high,0.79,1,1265,printer,8,4
8.8,8.1,1.3,medium,0.13,0,434,ids,2,2
6.9,4.2,5.4,medium,0.51,0,1294,ids,9,2
5.0,3.9,3.2,low,0.24,0,882,printer,2,1
9.3,6.7,3.4,medium,0.14,0,289,printer,1,3
8.8,9.0,2.8,low,0.72,1,444,printer,8,4
2.3,3.5,6.6,critical,0.9,0,1435,workstation,2,2
5.4,1.7,8.3,medium,0.83,1,619,workstation,3,3
4.9,9.0,10.0,critical,0.56,0,637,server,11,3
2.1,4.9,9.0,critical,0.19,0,1626,printer,8,2
8.5,4.6,1.6,medium,0.78,1,608,ids,10,3
9.3,7.2,6.9,critical,0.16,0,802,workstation,3,3
8.0,6.9,9.1,low,0.46,1,1279,printer,2,4
9.2,5.7,2.7,high,0.84,0,138,ids,8,3
5.1,2.3,9.5,high,0.46,1,1039,printer,4,3
3.6,5.0,5.2,medium,0.17,0,1992,firewall,10,1
5.6,4.9,2.4,medium,0.31,1,721,workstation,11,2
8.1,4.2,4.3,low,0.96,1,1998,server,3,3
5.2,8.7,6.3,high,0.3,1,323,workstation,5,3
6.8,6.6,2.1,critical,0.25,1,13,firewall,10,2
7.9,3.4,2.8,low,0.84,0,999,ids,7,3
3.4,5.8,1.6,low,0.33,0,1134,printer,0,1
2.2,8.8,3.6,medium,0.34,1,167,printer,4,2
8.0,7.8,3.3,critical,0.44,0,503,printer,3,3
9.1,4.4,5.2,low,0.78,0,160,firewall,7,3
8.4,3.0,9.8,critical,0.93,0,549,server,1,3
6.0,7.8,2.7,low,0.56,0,917,ids,2,2
9.8,2.5,9.8,high,0.58,0,1427,firewall,10,3
7.2,3.8,9.3,low,0.66,0,293,printer,10,3
8.9,10.0,3.6,low,0.75,1,1443,firewall,4,4
8.6,4.2,6.0,high,0.59,1,1632,workstation,5,3
2.3,5.7,8.9,critical,0.16,1,507,server,1,2
7.6,2.7,6.1,low,0.97,1,386,ids,11,3
4.1,1.6,3.7,high,0.96,0,1629,server,10,2
2.9,2.9,1.1,low,0.39,1,110,ids,7,1
2.7,1.3,9.4,medium,0.22,0,1819,server,12,1
9.1,4.4,7.8,medium,0.95,0,1072,workstation,7,3
9.4,1.4,4.2,high,0.98,1,1155,printer,6,3
7.6,7.9,6.2,medium,0.63,0,1276,firewall,8,3
7.7,4.4,8.5,high,0.14,1,653,workstation,7,3
8.9,3.1,1.1,critical,0.92,0,1656,firewall,10,3
7.2,9.3,2.3,medium,0.97,1,703,firewall,10,4
3.0,2.0,4.4,high,0.54,1,688,workstation,4,2
2.8,6.3,5.3,low,0.99,1,423,printer,5,3
2.3,3.6,2.7,critical,0.81,1,1312,printer,5,2
7.5,5.1,5.3,low,0.19,0,485,workstation,4,2
6.4,8.5,1.8,critical,0.76,1,313,workstation,4,3
6.1,1.1,9.5,critical,0.65,0,953,workstation,8,2
5.1,4.5,6.7,high,0.92,0,1726,ids,10,3
3.1,8.0,9.9,low,0.39,0,536,server,7,2
6.6,9.9,8.4,low,0.69,0,1096,workstation,2,3
6.5,3.7,9.3,high,0.42,0,748,server,7,3
2.4,3.1,5.0,medium,0.68,1,1351,ids,5,2
8.2,3.7,5.9,low,0.31,0,700,workstation,6,2
3.9,5.6,7.5,critical,0.84,0,739,workstation,1,2
9.6,2.8,5.7,high,0.4,1,427,firewall,4,3
6.2,1.4,3.3,critical,0.64,0,1353,workstation,4,2
2.5,2.9,2.6,high,0.99,0,1403,printer,8,2
8.3,9.5,8.0,medium,0.25,1,1174,printer,6,4
3.1,1.7,1.4,high,0.11,1,1554,printer,11,1
7.9,2.3,6.0,high,0.67,0,759,server,1,3
5.5,5.2,7.0,low,0.85,1,1705,firewall,7,3
5.2,6.9,5.0,low,0.26,1,1401,server,11,2
4.5,3.5,1.2,medium,0.92,0,1098,server,8,2
5.6,8.5,1.1,high,0.93,1,1983,server,9,3
7.6,6.4,9.6,medium,0.64,0,1946,server,0,3
9.7,4.4,3.7,critical,0.19,0,1037,printer,3,2
2.7,5.8,6.8,low,0.65,0,724,firewall,1,2
9.9,6.0,5.8,high,0.44,0,1703,firewall,8,3
6.0,4.1,8.3,high,0.48,0,12,server,2,2
8.3,5.2,1.4,critical,0.39,1,752,ids,1,3
2.2,8.3,6.9,high,0.74,0,1864,ids,1,2
5.8,5.0,1.3,high,0.85,1,83,ids,5,3
2.5,1.4,1.3,low,0.69,1,700,firewall,11,1
7.0,1.9,6.4,low,0.61,0,601,firewall,12,2
4.1,8.0,9.0,low,0.98,0,1227,server,2,3
2.4,9.3,5.1,medium,0.33,1,1510,server,11,2
3.4,7.3,7.9,low,0.84,0,21,ids,6,3
3.8,9.4,7.4,medium,0.27,1,1615,firewall,0,3
2.0,6.9,1.2,high,0.17,1,687,workstation,12,1
6.1,7.5,3.4,low,0.12,0,80,firewall,8,2
5.9,2.0,8.0,critical,0.15,1,1715,server,5,2
3.8,7.2,8.4,low,0.62,1,1262,printer,6,3
4.5,5.9,2.6,high,0.2,1,295,ids,5,2
8.1,1.1,8.0,medium,0.61,1,1716,workstation,2,3
7.4,1.5,9.1,medium,0.57,1,1308,printer,1,3
5.1,6.0,3.6,critical,0.57,1,305,firewall,3,3
2.4,6.3,4.0,critical,0.54,0,1389,printer,6,2
5.8,1.5,6.5,high,0.44,0,990,printer,5,2
7.4,8.0,7.4,low,0.29,0,141,firewall,8,3
2.3,6.9,6.8,critical,0.22,0,392,workstation,6,2
6.0,8.0,3.7,high,0.22,0,1042,printer,11,2
5.9,5.4,1.8,high,0.55,1,987,workstation,2,2
3.4,9.7,8.2,medium,0.47,1,1815,server,8,3
7.1,3.5,5.9,critical,0.11,0,1250,printer,2,2
4.5,2.5,7.6,critical,0.25,0,247,firewall,3,2
8.8,8.1,7.9,low,0.32,0,579,ids,6,3
8.9,10.0,1.6,critical,0.38,1,1684,firewall,12,3
3.5,5.0,2.2,high,0.12,0,1690,workstation,0,1
4.0,8.4,1.8,low,0.66,1,856,printer,12,2
3.2,2.3,5.0,high,0.19,1,375,ids,9,2
3.9,2.2,9.4,critical,0.66,1,577,firewall,1,3
4.6,9.1,8.4,critical,0.28,0,1433,firewall,11,2
8.8,7.2,2.5,medium,0.41,1,116,workstation,1,3
4.2,4.1,8.3,medium,0.28,0,148,firewall,7,2
8.0,3.3,9.4,medium,0.55,1,1751,firewall,10,3
4.0,8.7,8.8,medium,0.69,1,135,workstation,4,3
7.1,1.3,7.5,critical,0.79,1,1938,ids,1,3
6.1,2.4,2.6,high,0.68,1,380,server,10,2
5.1,3.3,1.5,high,0.91,0,717,workstation,4,2
2.9,4.5,1.0,critical,0.29,0,1570,ids,11,1
6.9,8.0,7.5,high,0.84,1,389,server,11,4
8.6,1.6,8.7,critical,0.21,0,1753,firewall,10,2
5.6,5.9,5.0,critical,0.61,0,68,workstation,8,2
8.6,5.8,6.9,high,0.89,0,1097,server,7,3
6.6,5.0,9.2,critical,0.17,0,1025,printer,0,2
2.3,1.8,9.6,high,0.87,0,1919,workstation,12,2
7.0,2.9,6.7,critical,0.81,0,477,server,12,3
7.7,6.2,7.0,medium,0.95,0,130,firewall,7,3
3.5,1.7,5.2,critical,0.9,0,1800,workstation,5,2
8.1,4.3,8.7,medium,0.96,0,884,printer,1,3
8.0,4.7,7.1,medium,0.71,1,1725,printer,7,3
8.3,7.6,8.0,low,0.43,1,757,ids,1,4
3.7,8.1,2.9,high,0.11,0,424,server,3,1
2.9,6.6,1.4,critical,0.68,0,1150,firewall,5,2
6.1,8.3,2.6,critical,0.85,1,1498,server,0,3
5.9,6.0,4.7,high,0.72,1,1165,printer,5,3
9.1,4.0,7.2,low,0.23,1,1735,server,6,3
2.5,7.5,8.4,critical,0.6,1,863,firewall,1,3
4.5,3.5,2.5,low,0.64,1,160,printer,9,2
2.8,2.2,5.5,high,0.93,1,973,firewall,10,2
3.7,2.1,4.8,critical,0.29,0,1699,ids,8,1
5.1,3.7,9.8,high,0.19,0,751,ids,1,2
9.5,9.4,5.1,low,0.34,0,603,workstation,2,3
2.9,1.4,6.9,high,0.48,0,730,ids,3,1
7.5,4.8,4.1,medium,0.64,1,1319,workstation,10,3
4.8,8.8,5.8,critical,0.87,1,1703,ids,2,3
9.4,1.7,3.9,critical,0.26,0,873,printer,2,2
5.1,4.5,9.5,critical,0.78,0,1280,server,7,3
4.8,8.5,9.2,high,0.72,1,448,server,0,3
8.4,4.4,4.0,medium,0.62,1,305,workstation,2,3
3.4,7.7,6.3,high,0.14,1,1766,printer,0,2
2.1,2.6,6.4,critical,0.43,0,596,ids,1,1
3.5,6.5,5.9,medium,0.99,1,685,server,6,3
5.5,3.9,9.7,low,0.47,0,142,printer,9,2
9.9,3.8,8.9,high,0.92,1,912,workstation,4,4
6.9,6.8,4.7,critical,0.11,1,1896,server,0,3
2.0,5.3,9.8,medium,0.98,0,189,workstation,8,2
6.6,3.9,4.9,critical,1.0,1,1707,ids,8,3
4.0,6.2,4.0,medium,0.29,0,953,printer,11,2
5.7,3.0,7.2,critical,0.39,0,1863,printer,1,2
6.6,7.8,6.5,low,0.11,1,1321,printer,10,3
2.3,5.9,4.0,high,0.85,0,1981,server,10,2
4.8,6.4,8.2,low,0.56,1,1164,printer,5,3
6.3,7.0,2.2,critical,0.33,0,552,workstation,12,2
6.5,3.5,3.5,low,0.75,1,1394,firewall,0,3
7.5,4.3,3.4,critical,0.82,1,1475,printer,11,3
9.9,1.4,8.9,low,0.91,0,1816,workstation,3,3
2.6,9.8,5.6,low,0.9,0,1103,printer,4,2
6.4,7.5,1.8,critical,0.35,0,896,firewall,10,2
3.4,3.7,2.3,critical,0.35,0,479,firewall,3,1
7.7,9.0,3.4,high,0.51,0,1421,printer,1,3
6.4,2.7,4.1,critical,0.78,0,572,workstation,11,2
7.1,5.5,6.0,critical,0.89,1,546,server,11,3
8.1,1.7,6.1,low,0.47,0,1468,printer,10,2
4.6,4.4,5.4,high,0.24,0,216,ids,9,2
8.3,2.3,4.1,medium,0.16,1,949,server,3,2
7.6,5.7,6.3,medium,0.89,0,1309,server,12,3
3.5,4.7,3.5,medium,0.26,1,1364,workstation,12,2
9.4,6.9,1.8,low,0.62,1,104,firewall,9,3
8.9,6.3,1.2,high,0.74,1,1955,firewall,9,3
5.2,9.3,7.9,high,0.84,1,1106,workstation,5,4
3.6,3.1,5.7,high,0.92,0,363,workstation,8,2
9.6,6.5,1.5,medium,0.67,1,1099,firewall,6,3
5.0,4.4,4.0,high,0.84,1,285,firewall,8,3
8.1,2.9,2.4,critical,0.22,1,924,firewall,1,2
6.7,1.8,9.6,high,0.24,1,1928,printer,0,3
4.6,6.9,6.9,medium,0.4,0,990,printer,4,2
4.8,2.8,2.9,medium,0.32,0,1206,workstation,6,1
4.6,4.4,8.8,low,0.6,1,1797,firewall,9,3
3.5,8.6,9.5,medium,0.95,0,466,server,7,3
3.1,6.0,1.1,medium,0.65,0,153,workstation,7,1
9.7,8.4,2.2,low,0.16,0,99,firewall,3,3
7.5,7.6,9.3,critical,0.38,0,1880,ids,7,3
